document_id,chunk_id,chunks,categoria,origem,titulo,versao,nivel_confianca,tipo,path_arquivo
PDF_009,1,"FICHA TÉCNICA - RESTAURANTE
Carne-Seca Desfiada
CATEGORIA
Especialidades
CHEF RESPONSÁVEL
Rodrigo Oliveira e equipe
DESCRIÇÃO
Carne-seca puxada na manteiga com cebola.
INGREDIENTES
Carne-seca, cebola-roxa, manteiga-de-garrafa, alho.
MODO DE PREPARO
A carne-seca é dessalgada, cozida e desfiada. Em panela, cebola e alho são refogados na manteiga. A
carne entra e é puxada até dourar levemente.
TEMPO MÉDIO DE PREPARO
50 minutos
RESTRIÇÕES ALIMENTARES
Sem glúten
SUGESTÃO DE EMPRATAMENTO
Travessa rústica
HARMONIZAÇÃO
Suco de caju
CUSTO MÉDIO
R$ 50–60
Versão: v1.0 | Data: 11/01/2025
Página 1",Sobremesas,Ficha técnica oficial,Carne-Seca Desfiada,v1.0,alto,pdf,fichas_tecnicas/ficha_09_carne_seca_desfiada.pdf
PDF_010,1,"FICHA TÉCNICA - RESTAURANTE
Atolado de Vaca
CATEGORIA
Especialidades
CHEF RESPONSÁVEL
Rodrigo Oliveira e equipe
DESCRIÇÃO
Carne bovina cozida lentamente com mandioca.
INGREDIENTES
Acém bovino, mandioca, cebola, alho, tomate, louro.
MODO DE PREPARO
A carne é selada, refogada com cebola e alho e cozida lentamente. A mandioca entra quando a carne já
está macia, engrossando o caldo.
TEMPO MÉDIO DE PREPARO
1h40
RESTRIÇÕES ALIMENTARES
Sem glúten
SUGESTÃO DE EMPRATAMENTO
Prato fundo
HARMONIZAÇÃO
Cerveja escura
CUSTO MÉDIO
R$ 45–55
Versão: v1.0
Página 1",Especialidades,Ficha técnica oficial,Atolado de Vaca,v1.0,alto,pdf,fichas_tecnicas/ficha_10_atolado_de_vaca.pdf
PDF_011,1,"FICHA TÉCNICA - RESTAURANTE
Dobradinha
CATEGORIA
Especialidades
CHEF RESPONSÁVEL
Rodrigo Oliveira e equipe
DESCRIÇÃO
Bucho bovino com feijão branco e linguiça.
INGREDIENTES
Bucho bovino, feijão branco, linguiça, cebola, alho, louro.
MODO DE PREPARO
O bucho é limpo, cozido até macio e fatiado. Em outra panela, refoga-se a linguiça com cebola e alho. O
feijão e o bucho entram e cozinham até o caldo encorpar.
TEMPO MÉDIO DE PREPARO
2 horas
RESTRIÇÕES ALIMENTARES
Sem glúten
SUGESTÃO DE EMPRATAMENTO
Cumbuca
HARMONIZAÇÃO
Pão rústico
CUSTO MÉDIO
R$ 48–55
Versão: v1.0 | Data: 24/08/2025
Página 1",Especialidades,Ficha técnica oficial,Dobradinha,v1.0,alto,pdf,fichas_tecnicas/ficha_11_dobradinha.pdf
PDF_012,1,"FICHA TÉCNICA - RESTAURANTE
Rabada
CATEGORIA
Especialidades
CHEF RESPONSÁVEL
Rodrigo Oliveira e equipe
DESCRIÇÃO
Rabada cozida lentamente na cerveja preta.
INGREDIENTES
Rabo bovino, cebola, alho, tomate, cerveja preta, cheiro-verde.
MODO DE PREPARO
A rabada é selada, refogada e cozida lentamente na cerveja até ficar macia e gelatinosa. Finaliza-se com
cheiro-verde.
TEMPO MÉDIO DE PREPARO
2h30
RESTRIÇÕES ALIMENTARES
Sem glúten
SUGESTÃO DE EMPRATAMENTO
Prato fundo
HARMONIZAÇÃO
Cerveja escura
CUSTO MÉDIO
R$ 60–70
Versão: v1.0 | Data: 11/04/2025
Página 1",Especialidades,Ficha técnica oficial,Rabada,v1.0,alto,pdf,fichas_tecnicas/ficha_12_rabada.pdf
PDF_013,1,"FICHA TÉCNICA - RESTAURANTE
Costelinha de Porco Recheada
CATEGORIA
Especialidades
CHEF RESPONSÁVEL
Rodrigo Oliveira e equipe
DESCRIÇÃO
Costelinha assada e recheada com pernil.
INGREDIENTES
Costelinha suína, pernil, alho, cebola, mel de engenho.
MODO DE PREPARO
A costelinha é recheada, temperada e assada lentamente até macia. Finaliza-se com mel de engenho.
TEMPO MÉDIO DE PREPARO
2 horas
RESTRIÇÕES ALIMENTARES
Sem glúten
SUGESTÃO DE EMPRATAMENTO
Costelinha fatiada
HARMONIZAÇÃO
Cerveja lager
CUSTO MÉDIO
R$ 55–65
Versão: v1.0 | Data: 21/07/2025
Página 1",Especialidades,Ficha técnica oficial,Costelinha de Porco Recheada,v1.0,alto,pdf,fichas_tecnicas/ficha_13_costelinha_de_porco_recheada.pdf
PDF_014,1,"FICHA TÉCNICA - RESTAURANTE
Salada Nordestina
CATEGORIA
Saladas
CHEF RESPONSÁVEL
Rodrigo Oliveira e equipe
DESCRIÇÃO
Salada fresca com ingredientes regionais.
INGREDIENTES
Alface, tomate, cebola-roxa, coentro, limão, azeite, sal.
MODO DE PREPARO
Os vegetais são higienizados e cortados. Tempera-se com limão, azeite e sal. Finaliza-se com coentro
fresco.
TEMPO MÉDIO DE PREPARO
15 minutos
RESTRIÇÕES ALIMENTARES
Vegano | Sem glúten
SUGESTÃO DE EMPRATAMENTO
Prato raso
HARMONIZAÇÃO
Água com limão
CUSTO MÉDIO
R$ 18–22
Versão: v1.0 | Data: 13/02/2025
Página 1",Saladas,Ficha técnica oficial,Salada Nordestina,v1.0,alto,pdf,fichas_tecnicas/ficha_14_salada_nordestina.pdf
PDF_015,1,"RECEITA: SALADA DE MAXIXE
Categoria Saladas - Chef Rodrigo Oliveira e equipe
Salada com maxixe cozido e temperos regionais.
INGREDIENTES: Maxixe, cebola, tomate, coentro, vinagre, azeite.
PREPARO: O maxixe é cozido rapidamente e resfriado. Mistura-se com os demais ingredientes e
tempera-se.
Tempo: 20 minutos | Restrições: Vegano | Sem glúten
Empratamento: Tigela média
Custo: R$ 20–25",Saladas,Ficha técnica oficial,Salada de Maxixe,v1.0,alto,pdf,fichas_tecnicas/ficha_15_salada_de_maxixe.pdf
PDF_016,1,"FICHA TÉCNICA - RESTAURANTE
Vinagrete Sertanejo
CATEGORIA
Saladas
CHEF RESPONSÁVEL
Rodrigo Oliveira e equipe
DESCRIÇÃO
Vinagrete tradicional com toque regional.
INGREDIENTES
Tomate, cebola, pimentão, coentro, vinagre, azeite, sal.
MODO DE PREPARO
Todos os ingredientes são picados finamente e misturados. Tempera-se e deixa-se descansar por 10
minutos.
TEMPO MÉDIO DE PREPARO
15 minutos
RESTRIÇÕES ALIMENTARES
Vegano | Sem glúten
SUGESTÃO DE EMPRATAMENTO
Molheira
HARMONIZAÇÃO
Acompanha carnes
CUSTO MÉDIO
R$ 12–15
Versão: v1.0 | Data: 01/05/2025
Página 1",Saladas,Ficha técnica oficial,Vinagrete Sertanejo,v1.0,alto,pdf,fichas_tecnicas/ficha_16_vinagrete_sertanejo.pdf
PDF_017,1,"FICHA TÉCNICA - RESTAURANTE
Sorvete de Rapadura
CATEGORIA
Sobremesas
CHEF RESPONSÁVEL
Alex Sotero e equipe
DESCRIÇÃO
Sorvete artesanal de sabor intenso, feito com rapadura nordestina.
INGREDIENTES
Leite integral, creme de leite, rapadura, gemas, açúcar.
MODO DE PREPARO
A rapadura é dissolvida lentamente no leite aquecido. As gemas são incorporadas fora do fogo, formando
um creme inglês. Após resfriar, a mistura é levada à sorveteira ou congelada com batidas periódicas até
atingir textura cremosa.
TEMPO MÉDIO DE PREPARO
4 horas (incluindo congelamento)
RESTRIÇÕES ALIMENTARES
Contém lactose | Contém ovo
SUGESTÃO DE EMPRATAMENTO
Bola única em taça gelada
HARMONIZAÇÃO
Café coado ou cachaça envelhecida
CUSTO MÉDIO
R$ 18–22
Versão: v1.0 | Data: 17/02/2025
Página 1",Sobremesas,Ficha técnica oficial,Sorvete de Rapadura,v1.0,alto,pdf,fichas_tecnicas/ficha_17_sorvete_de_rapadura.pdf
PDF_018,1,"FICHA TÉCNICA - RESTAURANTE
Sorvete de Doce de Leite
CATEGORIA
Sobremesas
CHEF RESPONSÁVEL
Alex Sotero e equipe
DESCRIÇÃO
Sorvete cremoso com sabor marcante de doce de leite.
INGREDIENTES
Leite integral, creme de leite, doce de leite, açúcar, gemas.
MODO DE PREPARO
Prepara-se uma base láctea aquecida. As gemas são incorporadas para formar creme. O doce de leite é
adicionado ainda quente para completa dissolução. A mistura é resfriada e congelada até atingir
cremosidade ideal.
TEMPO MÉDIO DE PREPARO
4 horas
RESTRIÇÕES ALIMENTARES
Contém lactose | Contém ovo
SUGESTÃO DE EMPRATAMENTO
Taça ou prato frio
HARMONIZAÇÃO
Café espresso
CUSTO MÉDIO
R$ 20–25
Versão: v1.0 | Data: 17/04/2025
Página 1",Sobremesas,Ficha técnica oficial,Sorvete de Doce de Leite,v1.0,alto,pdf,fichas_tecnicas/ficha_18_sorvete_de_doce_de_leite.pdf
PDF_019,1,"FICHA TÉCNICA - RESTAURANTE
Pudim de Tapioca
CATEGORIA
Sobremesas
CHEF RESPONSÁVEL
Alex Sotero e equipe
DESCRIÇÃO
Sobremesa tradicional cremosa com coco.
INGREDIENTES
Tapioca granulada, leite de coco, leite integral, açúcar, ovos, coco ralado.
MODO DE PREPARO
A tapioca é hidratada no leite e leite de coco. Os ovos e açúcar são incorporados. A mistura é colocada
em forma untada e assada em banho-maria até firmar.
TEMPO MÉDIO DE PREPARO
1h20
RESTRIÇÕES ALIMENTARES
Contém lactose | Contém ovo | Sem glúten
SUGESTÃO DE EMPRATAMENTO
Fatia individual com coco por cima
HARMONIZAÇÃO
Chá ou café
CUSTO MÉDIO
R$ 22–26
Versão: v1.0 | Data: 14/09/2025
Página 1",Sobremesas,Ficha técnica oficial,Pudim de Tapioca,v1.0,alto,pdf,fichas_tecnicas/ficha_19_pudim_de_tapioca.pdf
PDF_020,1,"FICHA TÉCNICA - RESTAURANTE
Musse de Chocolate com Cachaça
CATEGORIA
Sobremesas
CHEF RESPONSÁVEL
Alex Sotero e equipe
DESCRIÇÃO
Musse intensa com toque alcoólico.
INGREDIENTES
Chocolate meio amargo, manteiga, ovos, açúcar, cachaça.
MODO DE PREPARO
O chocolate é derretido com manteiga. As gemas são incorporadas, seguidas da cachaça. As claras
batidas em neve entram delicadamente, garantindo leveza.
TEMPO MÉDIO DE PREPARO
2 horas (geladeira)
RESTRIÇÕES ALIMENTARES
Contém lactose | Contém ovo | Álcool
SUGESTÃO DE EMPRATAMENTO
Taça individual
HARMONIZAÇÃO
Licor ou café forte
CUSTO MÉDIO
R$ 18–22
Versão: v1.0 | Data: 16/10/2025
Página 1",Sobremesas,Ficha técnica oficial,Musse de Chocolate com Cachaça,v1.0,alto,pdf,fichas_tecnicas/ficha_20_musse_de_chocolate_com_cachaca.pdf
PDF_021,1,"FICHA TÉCNICA - RESTAURANTE
Crème Brûlée de Doce de Leite
CATEGORIA
Sobremesas
CHEF RESPONSÁVEL
Alex Sotero e equipe
DESCRIÇÃO
Creme clássico com toque brasileiro.
INGREDIENTES
Creme de leite, gemas, doce de leite, açúcar.
MODO DE PREPARO
Os ingredientes são misturados e assados em banho-maria até firmar. Após gelar, açúcar é queimado
para formar crosta crocante.
TEMPO MÉDIO DE PREPARO
1h30
RESTRIÇÕES ALIMENTARES
Contém lactose | Contém ovo
SUGESTÃO DE EMPRATAMENTO
Ramequim individual
HARMONIZAÇÃO
Vinho de sobremesa
CUSTO MÉDIO
R$ 20–25
Versão: v1.0 | Data: 13/05/2025
Página 1",Sobremesas,Ficha técnica oficial,Creme Brulee de Doce de Leite,v1.0,alto,pdf,fichas_tecnicas/ficha_21_creme_brulee_de_doce_de_leite.pdf
PDF_022,1,"FICHA TÉCNICA - RESTAURANTE
Cocada Cremosa
CATEGORIA
Sobremesas
CHEF RESPONSÁVEL
Alex Sotero e equipe
DESCRIÇÃO
Cocada de colher, macia e aromática.
INGREDIENTES
Coco fresco, leite condensado, leite de coco, manteiga.
MODO DE PREPARO
Todos os ingredientes são cozidos em fogo baixo até atingir ponto cremoso.
TEMPO MÉDIO DE PREPARO
30 minutos
RESTRIÇÕES ALIMENTARES
Contém lactose | Sem glúten
SUGESTÃO DE EMPRATAMENTO
Cumbuca pequena
HARMONIZAÇÃO
Café preto
CUSTO MÉDIO
R$ 15–18
Versão: v1.0 | Data: 28/07/2025
Página 1",Sobremesas,Ficha técnica oficial,Cocada Cremosa,v1.0,alto,pdf,fichas_tecnicas/ficha_22_cocada_cremosa.pdf
PDF_023,1,"FICHA TÉCNICA - RESTAURANTE
Cartola
CATEGORIA
Sobremesas
CHEF RESPONSÁVEL
Alex Sotero e equipe
DESCRIÇÃO
Sobremesa clássica nordestina com banana e queijo.
INGREDIENTES
Banana-da-terra, queijo coalho, manteiga, açúcar, canela.
MODO DE PREPARO
As bananas são grelhadas na manteiga até caramelizar. O queijo é dourado separadamente. Monta-se
com açúcar e canela por cima.
TEMPO MÉDIO DE PREPARO
15 minutos
RESTRIÇÕES ALIMENTARES
Contém lactose | Sem glúten
SUGESTÃO DE EMPRATAMENTO
Prato raso quente
HARMONIZAÇÃO
Café coado
CUSTO MÉDIO
R$ 18–22
Versão: v1.0 | Data: 10/08/2025
Página 1",Sobremesas,Ficha técnica oficial,Cartola,v1.0,alto,pdf,fichas_tecnicas/ficha_23_cartola.pdf
PDF_024,1,"FICHA TÉCNICA - RESTAURANTE
Bolo de Rolo
CATEGORIA
Sobremesas
CHEF RESPONSÁVEL
Alex Sotero e equipe
DESCRIÇÃO
Bolo tradicional pernambucano com camadas finas de goiabada.
INGREDIENTES
Ovos, açúcar, farinha de trigo, manteiga, goiabada.
MODO DE PREPARO
Prepara-se uma massa fina que é assada em camadas. Entre cada camada, espalha-se goiabada
derretida. Enrola-se ainda quente.
TEMPO MÉDIO DE PREPARO
2 horas
RESTRIÇÕES ALIMENTARES
Contém lactose | Contém ovo | Contém glúten
SUGESTÃO DE EMPRATAMENTO
Fatias finas
HARMONIZAÇÃO
Café ou chá
CUSTO MÉDIO
R$ 25–30
Versão: v1.0 | Data: 27/07/2025
Página 1",Sobremesas,Ficha técnica oficial,Bolo de Rolo,v1.0,alto,pdf,fichas_tecnicas/ficha_24_bolo_de_rolo.pdf
PDF_025,1,"FICHA TÉCNICA - RESTAURANTE
Quindim
CATEGORIA
Sobremesas
CHEF RESPONSÁVEL
Alex Sotero e equipe
DESCRIÇÃO
Doce tradicional brasileiro à base de coco e gemas.
INGREDIENTES
Gemas, açúcar, coco ralado, manteiga.
MODO DE PREPARO
Todos os ingredientes são misturados e colocados em forminhas untadas. Assa-se em banho-maria até
dourar.
TEMPO MÉDIO DE PREPARO
50 minutos
RESTRIÇÕES ALIMENTARES
Contém lactose | Contém ovo | Sem glúten
SUGESTÃO DE EMPRATAMENTO
Forma individual
HARMONIZAÇÃO
Café
CUSTO MÉDIO
R$ 12–15
Versão: v1.0 | Data: 21/02/2025
Página 1",Sobremesas,Ficha técnica oficial,Quindim,v1.0,alto,pdf,fichas_tecnicas/ficha_25_quindim.pdf
PDF_026,1,"FICHA TÉCNICA - RESTAURANTE
Paçoca de Pilão
CATEGORIA
Sobremesas
CHEF RESPONSÁVEL
Alex Sotero e equipe
DESCRIÇÃO
Paçoca artesanal feita no pilão.
INGREDIENTES
Amendoim torrado, açúcar, farinha de mandioca, sal.
MODO DE PREPARO
O amendoim é torrado e pilado com açúcar e farinha até formar uma farofa úmida. Modela-se e serve-se.
TEMPO MÉDIO DE PREPARO
30 minutos
RESTRIÇÕES ALIMENTARES
Vegano | Sem glúten | Contém amendoim
SUGESTÃO DE EMPRATAMENTO
Porção em papel manteiga
HARMONIZAÇÃO
Café preto
CUSTO MÉDIO
R$ 10–12
Versão: v1.0 | Data: 27/03/2025
Página 1",Tradicionais,Ficha técnica oficial,Paçoca de Pilao,v1.0,alto,pdf,fichas_tecnicas/ficha_26_pacoca_de_pilao.pdf
IMG_001,1,nan,Tradicionais,Manual interno do restaurante,Empratamento - Baiao-de-Dois,v1.0,alto,imagem,imagens/img_01_baiao_de_dois.jpg
IMG_002,1,nan,Tradicionais,Manual interno do restaurante,Empratamento - Favada,v1.0,alto,imagem,imagens/img_02_favada.jpg
IMG_003,1,nan,Tradicionais,Manual interno do restaurante,Empratamento - Feijao-de-Corda,v1.0,alto,imagem,imagens/img_03_feijao_de_corda.jpg
IMG_004,1,nan,Tradicionais,Manual interno do restaurante,Empratamento - Sarapatel,v1.0,alto,imagem,imagens/img_04_sarapatel.jpg
IMG_005,1,nan,Tradicionais,Manual interno do restaurante,Empratamento - Caldo de Mocoto,v1.0,alto,imagem,imagens/img_05_caldo_de_mocoto.jpg
IMG_006,1,nan,Especialidades,Manual interno do restaurante,Empratamento - Mocofava,v1.0,alto,imagem,imagens/img_06_mocofava.jpg
IMG_007,1,nan,Especialidades,Manual interno do restaurante,Empratamento - Moqueca Sertaneja,v1.0,alto,imagem,imagens/img_07_moqueca_sertaneja.jpg
IMG_008,1,nan,Especialidades,Manual interno do restaurante,Empratamento - Carne-de-Sol na Brasa,v1.0,alto,imagem,imagens/img_08_carne_de_sol_na_brasa.jpg
IMG_009,1,nan,Especialidades,Manual interno do restaurante,Empratamento - Carne-Seca Desfiada,v1.0,alto,imagem,imagens/img_09_carne_seca_desfiada.jpg
IMG_010,1,nan,Especialidades,Manual interno do restaurante,Empratamento - Atolado de Vaca,v1.0,alto,imagem,imagens/img_10_atolado_de_vaca.jpg
IMG_011,1,nan,Especialidades,Manual interno do restaurante,Empratamento - Dobradinha,v1.0,alto,imagem,imagens/img_11_dobradinha.jpg
IMG_012,1,nan,Especialidades,Manual interno do restaurante,Empratamento - Rabada,v1.0,alto,imagem,imagens/img_012_rabada.jpg
IMG_013,1,nan,Especialidades,Manual interno do restaurante,Empratamento - Costelinha de Porco Recheada,v1.0,alto,imagem,imagens/img_13_costelinha_de_porco_recheada.jpg
IMG_014,1,nan,Saladas,Manual interno do restaurante,Empratamento - Salada Nordestina,v1.0,alto,imagem,imagens/img_14_salada_nordestina.jpg
IMG_015,1,nan,Saladas,Manual interno do restaurante,Empratamento - Salada de Maxixe,v1.0,alto,imagem,imagens/img_15_salada_de_maxixe.jpg
IMG_016,1,nan,Saladas,Manual interno do restaurante,Empratamento - Vinagrete Sertanejo,v1.0,alto,imagem,imagens/img_16_vinagrete_sertanejo.jpg
IMG_017,1,nan,Sobremesas,Manual interno do restaurante,Empratamento - Sorvete de Rapadura,v1.0,alto,imagem,imagens/img_17_sorvete_de_rapadura.jpg
IMG_018,1,nan,Sobremesas,Manual interno do restaurante,Empratamento - Sorvete de Doce de Leite,v1.0,alto,imagem,imagens/img_18_sorvete_de_doce_de_leite.jpg
IMG_019,1,nan,Sobremesas,Manual interno do restaurante,Empratamento - Pudim de Tapioca,v1.0,alto,imagem,imagens/img_19_pudim_de_tapioca.jpg
IMG_020,1,nan,Sobremesas,Manual interno do restaurante,Empratamento - Musse de Chocolate com Cachaca,v1.0,alto,imagem,imagens/img_20_mousse_de_chocolate_com_cachaca.jpg
